User_ID,Timestamp,Destination,Duration_Days,Travelers_Count,Budget_Allocated,Review_Text,Sentiment_Label,Polarity_Score
USR-0072,2025-04-04 02:50:54,Madurai,4,7,428.9,Standard tourism experience in Madurai. The AR guide was useful but buggy.,Neutral,-0.1137
USR-0356,2025-04-04 04:40:13,Madurai,5,6,194.33,Disappointed with Madurai. The transit pods were frequently delayed or overcrowded.,Negative,-0.3881
USR-0185,2025-04-04 17:11:19,Singapore,5,4,1645.39,Singapore exceeded every expectation. The AI concierge recommendations were spot-on.,Positive,0.3227
USR-0046,2025-04-04 23:40:54,Singapore,8,8,1501.48,Poor waste management in certain Singapore tourist zones. Expected better.,Negative,-0.8065
USR-0853,2025-04-05 08:03:10,Chennai,2,3,165.08,Absolutely loved the Chennai experience! The smart city infrastructure was incredible.,Positive,0.3905
USR-0422,2025-04-05 15:25:04,Tokyo,4,5,1074.06,Disappointed with Tokyo. The transit pods were frequently delayed or overcrowded.,Negative,-0.5089
USR-0539,2025-04-05 15:53:52,Bangkok,5,5,333.58,Fantastic culinary tour in Bangkok. The food markets were vibrant and authentic.,Positive,0.6886
USR-0301,2025-04-05 21:13:19,Kuala Lumpur,5,4,508.26,Five-star experience in Kuala Lumpur. The hotel AI check-in saved us so much time.,Positive,0.3936
USR-0465,2025-04-06 06:07:38,Chennai,8,4,1005.08,Mixed feelings about Chennai. The tech was impressive but the food was mediocre.,Neutral,-0.0805
USR-1010,2025-04-06 15:54:20,Tokyo,1,3,311.6,A decent trip to Tokyo. Nothing extraordinary but no major complaints.,Neutral,-0.1291
USR-1136,2025-04-06 17:16:11,Chennai,1,3,72.64,"Chennai was okay overall. Some attractions were great, others were average.",Neutral,-0.1565
USR-0766,2025-04-07 11:56:55,Madurai,8,1,593.08,Amazing dining and cultural immersion in Madurai. Would visit again in a heartbeat!,Positive,0.2145
USR-0442,2025-04-07 16:22:56,Tokyo,6,5,2219.05,A decent trip to Tokyo. Nothing extraordinary but no major complaints.,Neutral,0.0169
USR-0482,2025-04-08 05:20:36,Chennai,4,5,663.78,"Visited Chennai for 3 days. Some good moments, some forgettable ones.",Neutral,0.0891
USR-0931,2025-04-09 00:16:39,Dubai,4,4,1589.39,"Dubai was okay overall. Some attractions were great, others were average.",Neutral,-0.0501
USR-0310,2025-04-09 10:57:01,Tokyo,5,1,1869.95,The heritage walk in Tokyo combined with AR guides was next-level tourism.,Positive,0.9159
USR-0147,2025-04-10 03:09:16,Kuala Lumpur,3,8,911.83,Standard tourism experience in Kuala Lumpur. The AR guide was useful but buggy.,Neutral,-0.1571
USR-1101,2025-04-12 00:36:57,Abu Dhabi,9,5,5416.91,Mixed feelings about Abu Dhabi. The tech was impressive but the food was mediocre.,Neutral,-0.1447
USR-0854,2025-04-12 12:42:31,Bangkok,1,4,99.95,Bangkok exceeded every expectation. The AI concierge recommendations were spot-on.,Positive,0.573
USR-0495,2025-04-12 13:39:27,Tokyo,6,7,1954.61,Our trip to Tokyo was seamless. Loved the eco-friendly pod shuttles.,Positive,0.3264
USR-0088,2025-04-12 14:39:18,Madurai,1,6,49.05,"Visited Madurai for 3 days. Some good moments, some forgettable ones.",Neutral,-0.0456
USR-0279,2025-04-13 01:41:37,Kuala Lumpur,1,6,162.47,The autonomous transit in Kuala Lumpur was world-class. Highly recommend for families.,Positive,0.9704
USR-0964,2025-04-13 18:30:48,Madurai,1,8,61.67,Madurai was overpriced for what it offered. Not worth the luxury tier budget.,Negative,-0.2798
USR-0130,2025-04-14 13:37:15,Tokyo,2,8,659.66,Long wait times at Tokyo attractions despite having smart-pass tickets.,Negative,-0.5512
USR-1161,2025-04-14 23:43:39,Tokyo,4,5,1090.92,Tokyo has potential but the smart city rollout still feels incomplete.,Neutral,-0.0392
USR-0556,2025-04-15 05:40:05,Madurai,8,8,598.38,Long wait times at Madurai attractions despite having smart-pass tickets.,Negative,-0.965
USR-1184,2025-04-15 15:26:17,Singapore,3,3,1165.64,Disappointed with Singapore. The transit pods were frequently delayed or overcrowded.,Negative,-0.518
USR-0436,2025-04-15 17:50:03,Singapore,8,3,2073.91,The autonomous transit in Singapore was world-class. Highly recommend for families.,Positive,0.8528
USR-0587,2025-04-16 04:34:37,Madurai,7,3,744.81,The heritage walk in Madurai combined with AR guides was next-level tourism.,Positive,0.9846
USR-0752,2025-04-16 07:33:37,Tokyo,9,2,5163.72,The hotel in Tokyo was nothing like the virtual tour preview. Very misleading.,Negative,-0.3297
USR-0952,2025-04-16 08:41:45,Singapore,9,7,2824.58,Disappointed with Singapore. The transit pods were frequently delayed or overcrowded.,Negative,-0.5175
USR-0149,2025-04-16 09:37:18,Dubai,2,7,570.69,Five-star experience in Dubai. The hotel AI check-in saved us so much time.,Positive,0.2958
USR-0779,2025-04-17 12:16:31,Madurai,6,5,569.82,The heritage walk in Madurai combined with AR guides was next-level tourism.,Positive,0.6387
USR-0355,2025-04-17 14:14:31,Madurai,5,4,226.3,Stunning waterfront views in Madurai. The smart park technology was a highlight!,Positive,0.6641
USR-0544,2025-04-17 14:57:12,Dubai,5,5,1374.02,The smart kiosk in Dubai kept malfunctioning. Ruined our booking experience.,Negative,-0.3006
USR-0417,2025-04-17 21:02:32,Chennai,6,3,613.61,Absolutely loved the Chennai experience! The smart city infrastructure was incredible.,Positive,0.7899
USR-0028,2025-04-18 10:41:26,Tokyo,6,4,1664.1,Long wait times at Tokyo attractions despite having smart-pass tickets.,Negative,-0.3028
USR-0137,2025-04-18 11:28:46,Singapore,6,2,1844.97,Amazing dining and cultural immersion in Singapore. Would visit again in a heartbeat!,Positive,0.3455
USR-0470,2025-04-18 20:51:09,Dubai,2,4,608.58,Poor waste management in certain Dubai tourist zones. Expected better.,Negative,-0.8917
USR-0693,2025-04-19 02:29:12,Bangkok,7,8,1119.77,Language barrier issues in Bangkok despite the AI translator app promising full coverage.,Negative,-0.7807
USR-0602,2025-04-19 20:18:59,Madurai,4,1,341.33,Standard tourism experience in Madurai. The AR guide was useful but buggy.,Neutral,0.0828
USR-0058,2025-04-19 21:11:14,Chennai,4,8,342.85,The hotel in Chennai was nothing like the virtual tour preview. Very misleading.,Negative,-0.8583
USR-0732,2025-04-19 23:19:01,Dubai,8,5,2247.57,Amazing dining and cultural immersion in Dubai. Would visit again in a heartbeat!,Positive,0.5672
USR-1066,2025-04-20 02:09:45,Singapore,3,8,750.85,The hotel in Singapore was nothing like the virtual tour preview. Very misleading.,Negative,-0.3611
USR-0284,2025-04-20 07:54:03,Chennai,8,2,1080.71,Chennai exceeded every expectation. The AI concierge recommendations were spot-on.,Positive,0.4589
USR-0706,2025-04-21 01:01:00,Chennai,2,2,260.9,Safety concerns near the old quarter in Chennai. Not enough patrol drones visible.,Negative,-0.9585
USR-0343,2025-04-21 04:44:06,Madurai,7,2,595.19,Disappointed with Madurai. The transit pods were frequently delayed or overcrowded.,Negative,-0.9757
USR-0025,2025-04-21 23:19:10,Chennai,7,8,865.69,Language barrier issues in Chennai despite the AI translator app promising full coverage.,Negative,-0.2739
USR-0992,2025-04-22 05:53:30,Abu Dhabi,7,8,2944.9,A decent trip to Abu Dhabi. Nothing extraordinary but no major complaints.,Neutral,-0.0183
USR-0426,2025-04-22 12:27:58,Kuala Lumpur,10,4,1014.19,Language barrier issues in Kuala Lumpur despite the AI translator app promising full coverage.,Negative,-0.8518
USR-0942,2025-04-22 17:36:29,Dubai,5,7,1373.78,The hotel in Dubai was nothing like the virtual tour preview. Very misleading.,Negative,-0.3391
USR-0754,2025-04-24 14:10:31,Singapore,3,4,585.55,Our trip to Singapore was seamless. Loved the eco-friendly pod shuttles.,Positive,0.7552
USR-0370,2025-04-24 17:55:05,Chennai,4,2,679.64,Language barrier issues in Chennai despite the AI translator app promising full coverage.,Negative,-0.6386
USR-0885,2025-04-25 17:33:05,Tokyo,1,1,382.26,Tokyo was overpriced for what it offered. Not worth the luxury tier budget.,Negative,-0.6804
USR-0527,2025-04-25 18:44:19,Singapore,10,7,2721.66,Poor waste management in certain Singapore tourist zones. Expected better.,Negative,-0.3643
USR-0243,2025-04-26 10:01:09,Chennai,10,8,1026.2,Long wait times at Chennai attractions despite having smart-pass tickets.,Negative,-0.9384
USR-1194,2025-04-27 04:01:21,Madurai,4,7,383.33,Standard tourism experience in Madurai. The AR guide was useful but buggy.,Neutral,-0.1752
USR-0937,2025-04-27 05:32:06,Singapore,2,7,469.02,Mixed feelings about Singapore. The tech was impressive but the food was mediocre.,Neutral,-0.1403
USR-0829,2025-04-27 22:45:38,Dubai,9,4,2067.12,"Dubai was okay overall. Some attractions were great, others were average.",Neutral,-0.107
USR-0197,2025-04-28 20:23:47,Bangkok,2,1,426.41,Amazing dining and cultural immersion in Bangkok. Would visit again in a heartbeat!,Positive,0.2105
USR-0037,2025-04-29 17:07:49,Chennai,9,4,1010.75,Our trip to Chennai was seamless. Loved the eco-friendly pod shuttles.,Positive,0.3159
USR-0914,2025-04-30 07:07:26,Tokyo,7,8,2569.06,Disappointed with Tokyo. The transit pods were frequently delayed or overcrowded.,Negative,-0.3243
USR-0066,2025-05-01 05:37:19,Dubai,9,8,4098.42,Mixed feelings about Dubai. The tech was impressive but the food was mediocre.,Neutral,0.124
USR-0347,2025-05-01 20:13:10,Bangkok,2,1,288.92,Amazing dining and cultural immersion in Bangkok. Would visit again in a heartbeat!,Positive,0.6536
USR-1133,2025-05-02 10:04:50,Madurai,1,8,48.39,Brilliant night-life in Madurai. The city grid lighting was mesmerising.,Positive,0.2318
USR-0205,2025-05-02 13:58:46,Abu Dhabi,3,2,630.14,Absolutely loved the Abu Dhabi experience! The smart city infrastructure was incredible.,Positive,0.2203
USR-0204,2025-05-02 23:45:23,Dubai,5,2,713.3,Mixed feelings about Dubai. The tech was impressive but the food was mediocre.,Neutral,0.1784
USR-0910,2025-05-03 00:37:36,Kuala Lumpur,3,7,498.24,"Kuala Lumpur was okay overall. Some attractions were great, others were average.",Neutral,-0.1118
USR-0345,2025-05-03 06:19:17,Dubai,8,6,4106.75,Safety concerns near the old quarter in Dubai. Not enough patrol drones visible.,Negative,-0.9147
USR-0888,2025-05-03 08:05:06,Bangkok,6,3,1431.15,The heritage walk in Bangkok combined with AR guides was next-level tourism.,Positive,0.2538
USR-0080,2025-05-03 12:36:50,Dubai,6,5,2719.48,Five-star experience in Dubai. The hotel AI check-in saved us so much time.,Positive,0.8063
USR-0233,2025-05-04 00:22:58,Singapore,10,4,3330.81,Stunning waterfront views in Singapore. The smart park technology was a highlight!,Positive,0.8395
USR-0099,2025-05-04 15:39:46,Dubai,4,5,1438.8,"Visited Dubai for 3 days. Some good moments, some forgettable ones.",Neutral,0.0527
USR-0501,2025-05-04 18:21:28,Singapore,6,4,1595.79,Five-star experience in Singapore. The hotel AI check-in saved us so much time.,Positive,0.3298
USR-0568,2025-05-05 01:20:14,Chennai,8,5,1049.65,The heritage walk in Chennai combined with AR guides was next-level tourism.,Positive,0.222
USR-1088,2025-05-06 00:03:11,Tokyo,4,5,852.32,A decent trip to Tokyo. Nothing extraordinary but no major complaints.,Neutral,-0.0748
USR-0407,2025-05-06 20:58:59,Bangkok,7,7,716.78,Bangkok exceeded every expectation. The AI concierge recommendations were spot-on.,Positive,0.7537
USR-0904,2025-05-07 08:08:13,Singapore,10,4,2968.16,Five-star experience in Singapore. The hotel AI check-in saved us so much time.,Positive,0.8669
USR-0961,2025-05-07 12:48:50,Tokyo,7,1,2247.44,Poor waste management in certain Tokyo tourist zones. Expected better.,Negative,-0.9445
USR-0160,2025-05-08 04:48:57,Singapore,10,2,2066.83,Language barrier issues in Singapore despite the AI translator app promising full coverage.,Negative,-0.776
USR-0807,2025-05-08 06:03:41,Kuala Lumpur,3,1,524.98,Five-star experience in Kuala Lumpur. The hotel AI check-in saved us so much time.,Positive,0.9425
USR-0843,2025-05-08 16:10:18,Chennai,3,2,588.5,Five-star experience in Chennai. The hotel AI check-in saved us so much time.,Positive,0.5917
USR-0282,2025-05-08 19:19:49,Kuala Lumpur,9,5,1437.34,Stunning waterfront views in Kuala Lumpur. The smart park technology was a highlight!,Positive,0.6657
USR-0212,2025-05-09 21:01:29,Chennai,2,1,215.24,Stunning waterfront views in Chennai. The smart park technology was a highlight!,Positive,0.2212
USR-0747,2025-05-09 22:07:17,Dubai,6,7,3869.46,Fantastic culinary tour in Dubai. The food markets were vibrant and authentic.,Positive,0.4855
USR-0808,2025-05-10 16:24:54,Bangkok,6,5,402.19,Our trip to Bangkok was seamless. Loved the eco-friendly pod shuttles.,Positive,0.6221
USR-0678,2025-05-10 20:58:18,Kuala Lumpur,3,2,510.64,Kuala Lumpur has potential but the smart city rollout still feels incomplete.,Neutral,0.0619
USR-1118,2025-05-11 00:27:55,Abu Dhabi,2,2,854.63,Brilliant night-life in Abu Dhabi. The city grid lighting was mesmerising.,Positive,0.8551
USR-1191,2025-05-11 06:33:32,Madurai,10,5,804.5,Our trip to Madurai was seamless. Loved the eco-friendly pod shuttles.,Positive,0.6913
USR-0159,2025-05-11 07:48:58,Tokyo,5,6,1812.89,Fantastic culinary tour in Tokyo. The food markets were vibrant and authentic.,Positive,0.9435
USR-0632,2025-05-11 16:06:08,Abu Dhabi,8,8,1764.07,Safety concerns near the old quarter in Abu Dhabi. Not enough patrol drones visible.,Negative,-0.5239
USR-0676,2025-05-12 15:44:29,Chennai,3,7,309.51,Amazing dining and cultural immersion in Chennai. Would visit again in a heartbeat!,Positive,0.9526
USR-0263,2025-05-13 00:43:29,Dubai,10,3,5047.51,Dubai was overpriced for what it offered. Not worth the luxury tier budget.,Negative,-0.9268
USR-0526,2025-05-13 10:34:30,Chennai,1,8,77.29,Standard tourism experience in Chennai. The AR guide was useful but buggy.,Neutral,0.1409
USR-1189,2025-05-13 11:35:43,Madurai,8,8,240.0,Madurai exceeded every expectation. The AI concierge recommendations were spot-on.,Positive,0.9364
USR-0917,2025-05-13 16:32:34,Singapore,1,4,272.92,Stunning waterfront views in Singapore. The smart park technology was a highlight!,Positive,0.7827
USR-0484,2025-05-13 23:24:39,Madurai,3,3,246.46,Fantastic culinary tour in Madurai. The food markets were vibrant and authentic.,Positive,0.9566
USR-0363,2025-05-14 11:56:53,Dubai,1,6,289.86,Long wait times at Dubai attractions despite having smart-pass tickets.,Negative,-0.5462
USR-0466,2025-05-15 02:32:52,Bangkok,2,8,100.84,Five-star experience in Bangkok. The hotel AI check-in saved us so much time.,Positive,0.5437
USR-0930,2025-05-15 06:41:51,Abu Dhabi,2,8,613.24,Mixed feelings about Abu Dhabi. The tech was impressive but the food was mediocre.,Neutral,0.0177
USR-0876,2025-05-15 22:13:37,Madurai,7,6,210.0,Madurai was overpriced for what it offered. Not worth the luxury tier budget.,Negative,-0.3991
USR-0889,2025-05-16 07:22:23,Singapore,8,6,2283.22,"Visited Singapore for 3 days. Some good moments, some forgettable ones.",Neutral,0.0129
USR-0307,2025-05-16 12:51:43,Dubai,3,5,1469.81,The autonomous transit in Dubai was world-class. Highly recommend for families.,Positive,0.2253
USR-1030,2025-05-16 16:40:39,Madurai,1,2,77.98,Absolutely loved the Madurai experience! The smart city infrastructure was incredible.,Positive,0.4865
USR-0552,2025-05-16 23:26:38,Abu Dhabi,4,1,1399.1,The hotel in Abu Dhabi was nothing like the virtual tour preview. Very misleading.,Negative,-0.9919
USR-0219,2025-05-17 01:47:30,Dubai,10,1,2151.81,Long wait times at Dubai attractions despite having smart-pass tickets.,Negative,-0.8885
USR-0560,2025-05-17 07:27:44,Tokyo,10,4,2629.97,Standard tourism experience in Tokyo. The AR guide was useful but buggy.,Neutral,0.143
USR-0880,2025-05-17 08:36:55,Dubai,8,5,2313.13,Five-star experience in Dubai. The hotel AI check-in saved us so much time.,Positive,0.8648
USR-0357,2025-05-17 11:11:18,Tokyo,8,7,3076.07,Mixed feelings about Tokyo. The tech was impressive but the food was mediocre.,Neutral,-0.1026
USR-0884,2025-05-18 20:05:30,Kuala Lumpur,3,6,465.86,Safety concerns near the old quarter in Kuala Lumpur. Not enough patrol drones visible.,Negative,-0.2548
USR-0958,2025-05-18 22:23:59,Chennai,10,8,389.68,Five-star experience in Chennai. The hotel AI check-in saved us so much time.,Positive,0.2223
USR-0892,2025-05-19 00:43:21,Chennai,5,3,427.92,Disappointed with Chennai. The transit pods were frequently delayed or overcrowded.,Negative,-0.6337
USR-0818,2025-05-20 00:04:24,Bangkok,7,3,547.43,Disappointed with Bangkok. The transit pods were frequently delayed or overcrowded.,Negative,-0.5257
USR-1165,2025-05-20 03:30:29,Madurai,8,3,622.51,Fantastic culinary tour in Madurai. The food markets were vibrant and authentic.,Positive,0.5801
USR-0642,2025-05-20 05:46:34,Madurai,1,7,38.92,The autonomous transit in Madurai was world-class. Highly recommend for families.,Positive,0.9662
USR-0654,2025-05-20 07:24:36,Tokyo,9,1,2676.01,A decent trip to Tokyo. Nothing extraordinary but no major complaints.,Neutral,0.1173
USR-0401,2025-05-21 11:12:47,Abu Dhabi,3,3,765.43,Fantastic culinary tour in Abu Dhabi. The food markets were vibrant and authentic.,Positive,0.2206
USR-0174,2025-05-22 05:44:26,Dubai,8,6,1993.53,Dubai has potential but the smart city rollout still feels incomplete.,Neutral,0.0011
USR-1140,2025-05-23 21:52:22,Dubai,3,3,1194.27,Dubai exceeded every expectation. The AI concierge recommendations were spot-on.,Positive,0.7085
USR-0920,2025-05-24 14:26:08,Chennai,2,7,308.44,Safety concerns near the old quarter in Chennai. Not enough patrol drones visible.,Negative,-0.4724
USR-0921,2025-05-25 22:09:29,Singapore,7,6,1281.1,Five-star experience in Singapore. The hotel AI check-in saved us so much time.,Positive,0.4458
USR-0428,2025-05-26 11:47:03,Chennai,4,7,595.03,The autonomous transit in Chennai was world-class. Highly recommend for families.,Positive,0.9743
USR-0670,2025-05-26 13:14:09,Chennai,3,2,245.53,The heritage walk in Chennai combined with AR guides was next-level tourism.,Positive,0.3402
USR-0596,2025-05-27 09:31:48,Chennai,3,5,421.57,"Visited Chennai for 3 days. Some good moments, some forgettable ones.",Neutral,0.1337
USR-0239,2025-05-29 01:14:05,Bangkok,3,7,448.0,Fantastic culinary tour in Bangkok. The food markets were vibrant and authentic.,Positive,0.3445
USR-0528,2025-05-29 04:28:39,Chennai,1,2,113.25,Disappointed with Chennai. The transit pods were frequently delayed or overcrowded.,Negative,-0.2036
USR-0115,2025-05-30 00:09:30,Singapore,5,3,2207.44,The hotel in Singapore was nothing like the virtual tour preview. Very misleading.,Negative,-0.5325
USR-0535,2025-05-30 08:03:49,Chennai,5,8,1034.19,Chennai exceeded every expectation. The AI concierge recommendations were spot-on.,Positive,0.9604
USR-1097,2025-05-31 07:03:31,Abu Dhabi,6,4,2435.19,A decent trip to Abu Dhabi. Nothing extraordinary but no major complaints.,Neutral,-0.0918
USR-0405,2025-05-31 16:43:25,Singapore,5,8,1319.96,Safety concerns near the old quarter in Singapore. Not enough patrol drones visible.,Negative,-0.9535
USR-1141,2025-05-31 22:30:11,Abu Dhabi,10,5,4213.89,The autonomous transit in Abu Dhabi was world-class. Highly recommend for families.,Positive,0.5057
USR-0828,2025-06-01 18:56:16,Kuala Lumpur,10,8,1379.25,"Visited Kuala Lumpur for 3 days. Some good moments, some forgettable ones.",Neutral,-0.0241
USR-0720,2025-06-03 01:43:50,Singapore,6,6,1557.76,Long wait times at Singapore attractions despite having smart-pass tickets.,Negative,-0.7861
USR-1144,2025-06-03 08:07:50,Tokyo,5,2,1952.0,Fantastic culinary tour in Tokyo. The food markets were vibrant and authentic.,Positive,0.5752
USR-0162,2025-06-04 01:08:06,Dubai,7,7,1186.58,The autonomous transit in Dubai was world-class. Highly recommend for families.,Positive,0.6885
USR-1021,2025-06-04 07:02:31,Chennai,2,8,251.28,Poor waste management in certain Chennai tourist zones. Expected better.,Negative,-0.8186
USR-0123,2025-06-04 16:03:03,Abu Dhabi,5,4,779.09,Mixed feelings about Abu Dhabi. The tech was impressive but the food was mediocre.,Neutral,0.188
USR-0867,2025-06-04 22:09:46,Bangkok,3,7,374.31,Poor waste management in certain Bangkok tourist zones. Expected better.,Negative,-0.5108
USR-0916,2025-06-05 02:12:29,Madurai,5,8,438.75,The smart kiosk in Madurai kept malfunctioning. Ruined our booking experience.,Negative,-0.7532
USR-0991,2025-06-05 13:47:56,Abu Dhabi,3,3,652.88,A decent trip to Abu Dhabi. Nothing extraordinary but no major complaints.,Neutral,0.0703
USR-0953,2025-06-05 21:49:05,Singapore,3,4,467.26,Disappointed with Singapore. The transit pods were frequently delayed or overcrowded.,Negative,-0.3851
USR-0543,2025-06-06 22:49:14,Bangkok,8,4,1116.75,Brilliant night-life in Bangkok. The city grid lighting was mesmerising.,Positive,0.2911
USR-1095,2025-06-07 17:49:12,Chennai,1,5,168.73,Standard tourism experience in Chennai. The AR guide was useful but buggy.,Neutral,-0.0548
USR-0625,2025-06-07 18:34:15,Tokyo,8,6,2983.1,A decent trip to Tokyo. Nothing extraordinary but no major complaints.,Neutral,-0.0111
USR-0230,2025-06-08 02:36:02,Dubai,8,1,3360.25,Language barrier issues in Dubai despite the AI translator app promising full coverage.,Negative,-0.9589
USR-0493,2025-06-08 11:15:52,Kuala Lumpur,8,8,1245.31,A decent trip to Kuala Lumpur. Nothing extraordinary but no major complaints.,Neutral,-0.0851
USR-0911,2025-06-09 15:44:18,Tokyo,2,6,678.29,Mixed feelings about Tokyo. The tech was impressive but the food was mediocre.,Neutral,0.0519
USR-0748,2025-06-10 17:41:30,Abu Dhabi,3,4,1266.06,"Abu Dhabi was okay overall. Some attractions were great, others were average.",Neutral,0.1157
USR-0845,2025-06-11 06:37:11,Abu Dhabi,9,6,2965.59,Long wait times at Abu Dhabi attractions despite having smart-pass tickets.,Negative,-0.8518
USR-0203,2025-06-11 09:26:50,Madurai,1,2,111.15,Madurai exceeded every expectation. The AI concierge recommendations were spot-on.,Positive,0.3242
USR-1081,2025-06-12 21:19:40,Dubai,4,4,1004.02,Fantastic culinary tour in Dubai. The food markets were vibrant and authentic.,Positive,0.3988
USR-0746,2025-06-13 00:24:45,Singapore,2,4,611.01,Fantastic culinary tour in Singapore. The food markets were vibrant and authentic.,Positive,0.4313
USR-1138,2025-06-13 03:40:10,Dubai,2,5,934.34,Our trip to Dubai was seamless. Loved the eco-friendly pod shuttles.,Positive,0.9505
USR-0118,2025-06-13 06:05:21,Dubai,5,5,1345.85,The heritage walk in Dubai combined with AR guides was next-level tourism.,Positive,0.4827
USR-1009,2025-06-14 00:52:16,Tokyo,4,3,1346.46,"Visited Tokyo for 3 days. Some good moments, some forgettable ones.",Neutral,-0.1503
USR-1178,2025-06-14 06:57:52,Tokyo,9,5,2696.78,Tokyo was overpriced for what it offered. Not worth the luxury tier budget.,Negative,-0.6517
USR-0044,2025-06-14 12:12:16,Abu Dhabi,5,7,1763.12,Standard tourism experience in Abu Dhabi. The AR guide was useful but buggy.,Neutral,-0.145
USR-0762,2025-06-14 13:11:51,Dubai,4,7,1555.85,Long wait times at Dubai attractions despite having smart-pass tickets.,Negative,-0.6704
USR-0024,2025-06-15 03:38:45,Abu Dhabi,10,6,4508.18,Five-star experience in Abu Dhabi. The hotel AI check-in saved us so much time.,Positive,0.2863
USR-0773,2025-06-15 18:27:32,Chennai,2,1,307.87,Chennai has potential but the smart city rollout still feels incomplete.,Neutral,0.1872
USR-0396,2025-06-16 08:50:26,Tokyo,5,3,1557.97,A decent trip to Tokyo. Nothing extraordinary but no major complaints.,Neutral,0.1224
USR-0862,2025-06-16 18:35:53,Dubai,3,6,1148.85,Amazing dining and cultural immersion in Dubai. Would visit again in a heartbeat!,Positive,0.5038
USR-0848,2025-06-17 00:16:40,Tokyo,10,1,3387.46,Our trip to Tokyo was seamless. Loved the eco-friendly pod shuttles.,Positive,0.2696
USR-0276,2025-06-20 02:32:25,Tokyo,10,6,2505.6,"Visited Tokyo for 3 days. Some good moments, some forgettable ones.",Neutral,0.003
USR-0875,2025-06-20 10:07:42,Dubai,5,1,1792.6,Standard tourism experience in Dubai. The AR guide was useful but buggy.,Neutral,-0.1013
USR-0006,2025-06-21 05:18:39,Abu Dhabi,9,7,3044.54,Five-star experience in Abu Dhabi. The hotel AI check-in saved us so much time.,Positive,0.8281
USR-0180,2025-06-22 02:51:22,Singapore,2,5,431.59,Singapore has potential but the smart city rollout still feels incomplete.,Neutral,0.1507
USR-0979,2025-06-22 17:09:01,Singapore,4,6,1221.57,Brilliant night-life in Singapore. The city grid lighting was mesmerising.,Positive,0.3027
USR-0592,2025-06-22 23:14:47,Bangkok,9,3,270.0,Absolutely loved the Bangkok experience! The smart city infrastructure was incredible.,Positive,0.5815
USR-0102,2025-06-23 03:35:46,Madurai,5,4,478.54,Absolutely loved the Madurai experience! The smart city infrastructure was incredible.,Positive,0.6396
USR-0822,2025-06-23 08:28:15,Tokyo,1,3,251.63,Standard tourism experience in Tokyo. The AR guide was useful but buggy.,Neutral,-0.188
USR-0890,2025-06-23 09:26:35,Chennai,9,6,1003.6,Fantastic culinary tour in Chennai. The food markets were vibrant and authentic.,Positive,0.6544
USR-0984,2025-06-23 11:08:03,Bangkok,4,6,594.96,Stunning waterfront views in Bangkok. The smart park technology was a highlight!,Positive,0.5828
USR-0965,2025-06-23 19:22:32,Tokyo,10,1,3512.48,Language barrier issues in Tokyo despite the AI translator app promising full coverage.,Negative,-0.7633
USR-0819,2025-06-24 09:16:07,Abu Dhabi,9,7,2730.1,Our trip to Abu Dhabi was seamless. Loved the eco-friendly pod shuttles.,Positive,0.2677
USR-0536,2025-06-24 15:49:31,Singapore,5,5,1334.04,A decent trip to Singapore. Nothing extraordinary but no major complaints.,Neutral,0.0025
USR-0480,2025-06-25 03:04:14,Dubai,3,6,1039.31,Our trip to Dubai was seamless. Loved the eco-friendly pod shuttles.,Positive,0.321
USR-0397,2025-06-25 23:04:06,Tokyo,8,4,2441.03,Amazing dining and cultural immersion in Tokyo. Would visit again in a heartbeat!,Positive,0.3388
USR-0257,2025-06-26 16:39:05,Bangkok,4,5,549.96,The autonomous transit in Bangkok was world-class. Highly recommend for families.,Positive,0.6862
USR-0815,2025-06-27 09:46:01,Chennai,10,2,1821.66,"Visited Chennai for 3 days. Some good moments, some forgettable ones.",Neutral,0.1353
USR-0777,2025-06-27 19:52:44,Abu Dhabi,8,2,3125.89,The heritage walk in Abu Dhabi combined with AR guides was next-level tourism.,Positive,0.767
USR-1200,2025-06-28 05:56:01,Singapore,9,7,3061.44,Five-star experience in Singapore. The hotel AI check-in saved us so much time.,Positive,0.5856
USR-1192,2025-06-28 12:02:22,Dubai,8,2,3178.1,The heritage walk in Dubai combined with AR guides was next-level tourism.,Positive,0.5433
USR-1177,2025-06-28 15:20:19,Dubai,8,3,2725.64,The autonomous transit in Dubai was world-class. Highly recommend for families.,Positive,0.6478
USR-0629,2025-06-28 15:51:28,Kuala Lumpur,4,6,534.28,The heritage walk in Kuala Lumpur combined with AR guides was next-level tourism.,Positive,0.4942
USR-0714,2025-06-30 02:06:02,Madurai,7,8,551.49,The heritage walk in Madurai combined with AR guides was next-level tourism.,Positive,0.9765
USR-0265,2025-06-30 08:18:22,Tokyo,8,3,2754.39,Tokyo has potential but the smart city rollout still feels incomplete.,Neutral,0.0621
USR-0004,2025-06-30 17:06:48,Dubai,2,4,808.51,Brilliant night-life in Dubai. The city grid lighting was mesmerising.,Positive,0.6198
USR-0830,2025-06-30 23:23:33,Chennai,7,1,548.23,Brilliant night-life in Chennai. The city grid lighting was mesmerising.,Positive,0.4843
USR-0305,2025-06-30 23:24:36,Chennai,4,4,319.74,Our trip to Chennai was seamless. Loved the eco-friendly pod shuttles.,Positive,0.654
USR-0841,2025-07-01 10:49:44,Madurai,8,5,830.29,"Madurai was okay overall. Some attractions were great, others were average.",Neutral,-0.0373
